canonical_smiles,name,smiles,inchi_key,sources,source_ids,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic
Br,Hexatantalum Dodecabromide,Br.Br.Br.Br.Br.Br.Br.Br.Br.Br.Br.[Br-].[Ta].[Ta].[Ta].[Ta].[Ta].[Ta],CPELXLSAUQHCOX-UHFFFAOYSA-N,pubchem,131704268,0,unknown,0,0
BrC(Br)Br,bromoform,BrC(Br)Br,DIKBFYAXUHHXCS-UHFFFAOYSA-N,drugcentral;pubchem,405;5558,0,unknown,0,0
Brc1c(Br)c(Br)c2n[nH]nc2c1Br,"4,5,6,7-Tetrabromobenzotriazole",C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br,OMZYUVOATZSGJY-UHFFFAOYSA-N,pubchem,1694,0,unknown,0,0
Brc1c(NC2=NCCN2)ccc2nccnc12,BRIMONIDINE,Brc1c(NC2=NCCN2)ccc2nccnc12,XYLJNLCSTIOKRM-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL844;CHEMBL1200389;395;2435,0,unknown,0,0
Brc1cccc(-c2cc(-c3ccc4c(c3)OCO4)[nH]n2)c1,Emrusolmin,C1OC2=C(O1)C=C(C=C2)C3=CC(=NN3)C4=CC(=CC=C4)Br,RCQIIBJSUWYYFU-UHFFFAOYSA-N,pubchem,44608289,0,unknown,0,0
Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)c1,"(5Z)-5-(3-Bromocyclohexa-2,5-dien-1-ylidene)-N-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo(1,5-A)pyrimidin-7-amine",C1=CC(=CC(=C1)Br)C2=CC(=[N+]3C(=N2)C=CN3)NCC4=CC=NC=C4,WSIQKQLAGWVKSL-UHFFFAOYSA-O,pubchem,5327130,0,unknown,0,0
Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]cnc3n2)c1,"(5Z)-5-(3-Bromocyclohexa-2,5-dien-1-ylidene)-N-(pyridin-4-ylmethyl)-1,5-dihydro[1,2,4]triazolo[1,5-A]pyrimidin-7-amine",C1=CC(=CC(=C1)Br)C2=CC(=[N+]3C(=N2)N=CN3)NCC4=CC=NC=C4,YWBFPKPWMSWWEA-UHFFFAOYSA-O,pubchem,5327131,0,unknown,0,0
Brc1cnc2c(NCc3cncnc3)cc(-c3ccccc3)cn12,"3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",C1=CC=C(C=C1)C2=CN3C(=CN=C3C(=C2)NCC4=CN=CN=C4)Br,LZLKFNBMXXLTLX-UHFFFAOYSA-N,pubchem,10249182,0,unknown,0,0
Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,"3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CN=CC=C4)Br,SMIZFGZXFDGISG-UHFFFAOYSA-N,pubchem,10249180,0,unknown,0,0
Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,"3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo(1,5-a)pyrimidin-7-amine",C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)Br,JECHSYMSTXETFI-UHFFFAOYSA-N,pubchem,10339710,0,unknown,0,0
Brc1cnn2c(NCc3cncnc3)cc(-c3ccccc3)cc12,"3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo(1,5-a)pyridin-7-amine",C1=CC=C(C=C1)C2=CC3=C(C=NN3C(=C2)NCC4=CN=CN=C4)Br,IBUPHWYGVDAASU-UHFFFAOYSA-N,pubchem,10317619,0,unknown,0,0
Brc1ncnc2nc[nH]c12,"Purine, 6-bromo-",C1=NC2=C(N1)C(=NC=N2)Br,CTGFGRDVWBZYNB-UHFFFAOYSA-N,pubchem,5287830,0,unknown,0,0
C,Methane,C,VNWKTOKETHGBQD-UHFFFAOYSA-N,pubchem,297,0,unknown,0,0
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,Phthalofyne,CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O,CZGIRAWWWHPJHM-UHFFFAOYSA-N,pubchem,8573,0,unknown,0,0
C#CC(C)(O)CC,methylpentynol,CCC(C)(O)C#C,QXLPXWSKPNOQLE-UHFFFAOYSA-N,drugcentral;pubchem,1687;6494,0,unknown,0,0
C#CC(O)(/C=C/Cl)CC,ETHCHLORVYNOL,C#CC(O)(/C=C/Cl)CC,ZEHYJZXQEQOSON-AATRIKPKSA-N,chembl;pubchem,CHEMBL591;5281077,0,unknown,0,0
C#CC(O)(C=CCl)CC,ethchlorvynol,CCC(O)(C=CCl)C#C,ZEHYJZXQEQOSON-UHFFFAOYSA-N,drugcentral,1078,0,unknown,0,0
C#CC(OC(N)=O)c1ccccc1,carfimate,NC(=O)OC(C#C)C1=CC=CC=C1,MTTYXGPMZKRTCI-UHFFFAOYSA-N,drugcentral,3703,0,unknown,0,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,Ovrette,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,WWYNJERNGUHSAO-UHFFFAOYSA-N,pubchem,4542,0,unknown,0,0
C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,NORGESTREL,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-CULCCENASA-N,chembl,CHEMBL2107797,0,unknown,0,0
C#CC1(OC(N)=O)CCCCC1,ETHINAMATE,C#CC1(OC(N)=O)CCCCC1,GXRZIMHKGDIBEW-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL1576;1081;3284,0,unknown,0,0
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,OGSBUKJUDHAQEA-WMCAAGNKSA-N,chembl;drugcentral;pubchem,CHEMBL1201746;4117;148121,1,Ambiguous-DILI-Concern,0,0
C#CCC/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Manitimus,C#CCC/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,IRELROQHIPLASX-SEYXRHQNSA-N,pubchem,54686843,0,unknown,0,0
C#CCC1(OC(N)=O)CCCCC1,hexapropymate,NC(=O)OC1(CC#C)CCCCC1,MIRHIEAGDGUXKL-UHFFFAOYSA-N,drugcentral;pubchem,1367;9661,0,unknown,0,0
C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",COC1=C(C(=C(C(=C1)CC2=NC3=C(N=C(N=C3N2CCCC#C)F)N)Cl)OC)OC,KCIOVTSUEXGUFJ-UHFFFAOYSA-N,pubchem,448972,0,unknown,0,0
C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)ncnc21,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",COC1=C(C(=C(C(=C1)CC2=NC3=C(N=CN=C3N2CCCC#C)N)Cl)OC)OC,WUJFGZAAFADPSF-UHFFFAOYSA-N,pubchem,448971,0,unknown,0,0
C#CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",COC1=CC(=C(C=C1)OC)CC2=NC3=C(N=C(N=C3N2CCCC#C)F)N,RMOYVWKKOKERSW-UHFFFAOYSA-N,pubchem,5289232,0,unknown,0,0
C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,Omigapil,CN(CC#C)CC1=CC2=CC=CC=C2OC3=CC=CC=C31,QLMMOGWZCFQAPU-UHFFFAOYSA-N,pubchem,6419718,0,unknown,0,0
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,Clorgyline,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,BTFHLQRNAMSNLC-UHFFFAOYSA-N,pubchem,4380,0,unknown,0,0
C#CCN(C)Cc1ccccc1,PARGYLINE,C#CCN(C)Cc1ccccc1,DPWPWRLQFGFJFI-UHFFFAOYSA-N,chembl;drugcentral;pubchem,CHEMBL673;CHEMBL1200425;2065;4688,0,unknown,0,0
C#CCN(C)[C@@H]1CCc2ccccc21,(R)-N-methyl-N-2-propynyl-1-indanamine,CN(CC#C)[C@@H]1CCC2=CC=CC=C12,CSVGVHNFFZWQJU-CYBMUJFWSA-N,pubchem,5289295,0,unknown,0,0
C#CCN(C)[C@H](C)Cc1ccccc1,SELEGILINE,C#CCN(C)[C@H](C)Cc1ccccc1,MEZLKOACVSPNER-GFCCVEGCSA-N,chembl;drugcentral;pubchem,CHEMBL972;CHEMBL1200904;2429;26757,1,vNo-DILI-Concern,0,0
C#CCN(Cc1cc2c(=O)[nH]c(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nn[nH]n2)C(=O)O)c(F)c1,Plevitrexed,CC1=CC2=C(C=C1CN(CC#C)C3=CC(=C(C=C3)C(=O)N[C@@H](CCC4=NNN=N4)C(=O)O)F)C(=O)NC(=N2)C,IEJSCSAMMLUINT-NRFANRHFSA-N,pubchem,135430970,0,unknown,0,0
C#CCN(Cc1ccc2nc(N)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,"10-Propargyl-5,8-dideazafolic acid",C#CCN(CC1=CC2=C(C=C1)N=C(NC2=O)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,LTKHPMDRMUCUEB-IBGZPJMESA-N,pubchem,135438608,0,unknown,0,0
C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,CRINECERFONT,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,IEAKXXNRGSLYTQ-DEOSSOPVSA-N,chembl,CHEMBL291657,0,unknown,0,0
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,pinazepam,ClC1=CC=C2N(CC#C)C(=O)CN=C(C3=CC=CC=C3)C2=C1,MFZOSKPPVCIFMT-UHFFFAOYSA-N,drugcentral;pubchem,2175;40391,0,unknown,0,0
C#CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,C#CCN1CCN(CC1)C2=C(C=CC=C2Cl)NC(=O)C3=CC=C(O3)Br,MEFJFXHHHNDHEN-UHFFFAOYSA-N,pubchem,44224261,0,unknown,0,0
C#CCNC(Cc1ccc(O)c2ncccc12)C(=O)OCC,Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate,CCOC(=O)C(CC1=C2C=CC=NC2=C(C=C1)O)NCC#C,IQZXIKMXXCLFOK-UHFFFAOYSA-N,pubchem,10424768,0,unknown,0,0
C#CCN[C@@H]1CCc2ccc(O)cc21,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,C#CCN[C@@H]1CCC2=C1C=C(C=C2)O,NRSDGDXUWMMUEV-GFCCVEGCSA-N,pubchem,5289289,0,unknown,0,0
C#CCN[C@@H]1CCc2ccccc21,RASAGILINE,C#CCN[C@@H]1CCc2ccccc21,RUOKEQAAGRXIBM-GFCCVEGCSA-N,chembl;drugcentral;pubchem,CHEMBL887;CHEMBL1201142;CHEMBL6067988;3521;3052776,1,Ambiguous-DILI-Concern,0,0
C#CCN[C@H]1CCc2ccccc21,"(1S)-2,3-Dihydro-N-2-propyn-1-yl-1H-inden-1-amine",C#CCN[C@H]1CCC2=CC=CC=C12,RUOKEQAAGRXIBM-LBPRGKRZSA-N,pubchem,5289310,0,unknown,0,0
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1,QNPHCSSJLHAKSA-UHFFFAOYSA-N,drugcentral,2064,0,unknown,0,0
C#CCO[C@H]1CN2CCC1CC2,Talsaclidine,C#CCO[C@H]1CN2CCC1CC2,XVFJONKUSLSKSW-JTQLQIEISA-N,pubchem,71792,0,unknown,0,0
C#CCOc1ccc(N)cc1C(=O)NCCCC,parsalmide,CCCCNC(=O)C1=CC(N)=CC=C1OCC#C,DXHYQIJBUNRPJT-UHFFFAOYSA-N,drugcentral,3418,0,unknown,0,0
C#CCOc1ccc(Nc2nc(Nc3ccc(C)c(S(=O)(=O)NC(=O)CC)c3)ncc2F)cc1,R-348,CCC(=O)NS(=O)(=O)C1=C(C=CC(=C1)NC2=NC=C(C(=N2)NC3=CC=C(C=C3)OCC#C)F)C,IGLNXKVGKIFNBQ-UHFFFAOYSA-N,pubchem,23648971,0,unknown,0,0
C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc2nc(Br)cnc2c1,1-[(2-Bromo-6-quinoxalinyl)methyl]-4-[4-(1-methylethyl)phenyl]-6-(2-propyn-1-yloxy)-2(1H)-quinazolinone,CC(C)C1=CC=C(C=C1)C2=NC(=O)N(C3=C2C=C(C=C3)OCC#C)CC4=CC5=NC=C(N=C5C=C4)Br,ALANRBCCCQEPFZ-UHFFFAOYSA-N,pubchem,119026214,0,unknown,0,0
C#C[C@@]1(CO)C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1,"2',3'-Didehydro-3'-deoxy-4'-ethynylthymidine",CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@](O2)(CO)C#C,OSYWBJSVKUFFSU-SKDRFNHKSA-N,pubchem,3008897,0,unknown,0,0
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@@H]1O,Tas-106,C#C[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO)O,JFIWEPHGRUDAJN-DYUFWOLASA-N,pubchem,176885,0,unknown,0,0
C#C[C@H](N)C(=O)O,L-2-amino-3-butynoic acid,C#C[C@@H](C(=O)O)N,DSUAJFIEKRKPEE-VKHMYHEASA-N,pubchem,175496,0,unknown,0,0
C#C[C@H]1CC[C@@H](CN)N1C(=O)[C@@H](N)C1CCCC1,"(1S)-2-((2S,5R)-2-(aminomethyl)-5-ethynylpyrrolidin-1-yl)-1-cyclopentyl-2-oxoethanamine",C#C[C@H]1CC[C@H](N1C(=O)[C@H](C2CCCC2)N)CN,XYVMJMYCUZCIPB-AVGNSLFASA-N,pubchem,11840917,0,unknown,0,0
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,SIGSPDASOTUPFS-XUDSTZEESA-N,drugcentral;pubchem,1291;3033968,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,Quingestanol,C[C@]12CC[C@@H]3[C@H]4CCC(=CC4=CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC5CCCC5,PCJFRMOEZQQSAX-AIOSZGMZSA-N,pubchem,9842127,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,ICTXHFFSOAJUMG-SLHNCBLASA-N,chembl;drugcentral;pubchem,CHEMBL1387;1965;6231,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,NORELGESTROMIN,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,ISHXLNHNDMZNMC-VTKCIJPMSA-N,chembl,CHEMBL1200807,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,norelgestromin,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(CC[C@H]34)=NO)[C@@H]1CC[C@@]2(O)C#C,ISHXLNHNDMZNMC-XUDSTZEESA-N,drugcentral;pubchem,1959;62930,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,norgestrienone,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,GVDMJXQHPUYPHP-FYQPLNBISA-N,drugcentral;pubchem,3205;13313,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,gestrinone,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,BJJXHLWLUDYTGC-ANULTFPQSA-N,drugcentral;pubchem,1292;27812,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,ETONOGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,GCKFUYQCUCGESZ-BPIQYHPVSA-N,chembl;drugcentral;pubchem,CHEMBL1531;1110;6917715,1,Ambiguous-DILI-Concern,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,chembl;drugcentral;pubchem,CHEMBL1162;1962;6230,1,vNo-DILI-Concern,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,LEVONORGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-XUDSTZEESA-N,chembl;drugcentral;pubchem,CHEMBL1389;1572;13109,1,vNo-DILI-Concern,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,ethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,CHNXZKVNWQUJIB-CEGNMAFCSA-N,drugcentral,1084,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,DESOGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,RPLCPCMSCLEKRS-BPIQYHPVSA-N,chembl;drugcentral;pubchem,CHEMBL1533;818;40973,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@@H]4[C@H]3CC[C@@]21C,Ethynodiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C[C@H](CC[C@H]34)O,JYILPERKVHXLNF-QMNUTNMBSA-N,pubchem,14687,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,DANAZOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,POZRVZJJTULAOH-LHZXLZLDSA-N,chembl;drugcentral;pubchem,CHEMBL1479;779;28417,1,vMost-DILI-Concern,0,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"17alpha-Ethynyl-5alpha-androstane-3alpha,17beta-diol",C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C)O,CKAXZOYFIHQCBN-JRRMKBMNSA-N,pubchem,42611099,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,BFPYWIDHMRZLRN-SLHNCBLASA-N,chembl;drugcentral;pubchem,CHEMBL691;1082;5991,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,moxestrol,CO[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#C)[C@@H]2CCC3=C(C=CC(O)=C3)[C@@H]12,MTMZZIPTQITGCY-OLGWUGKESA-N,drugcentral;pubchem,3366;11954041,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,MESTRANOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,IMSSROKUHAOUJS-MJCUULBUSA-N,chembl;drugcentral;pubchem,CHEMBL1201151;1714;6291,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,QUINESTROL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,PWZUUYSISTUNDW-VAFBSOEGSA-N,chembl;drugcentral;pubchem,CHEMBL1201165;2342;9046,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)C(C)C)ccc4[C@H]3CC[C@@]21C,ethinylestradiol sulfonate,CC(C)S(=O)(=O)OC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,KPEUDULLQDHKAZ-VROINQGHSA-N,drugcentral,3943,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,He3286,C[C@]12CC[C@@H](CC1=C[C@@H]([C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C)O)O,JJKOQZHWYLMASZ-FJWDNACWSA-N,pubchem,16739648,0,unknown,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,tibolone,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@H]12,WZDGZWOAQTVYBX-XOINTXKNSA-N,drugcentral;pubchem,2655;444008,0,unknown,0,0
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,norethindrone enanthate,CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,APTGJECXMIKIET-WOSSHHRXSA-N,drugcentral;pubchem,1964;229295,0,unknown,0,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,quingestanol acetate,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CC=C4C=C(CC[C@@H]4[C@H]3CC[C@]12C)OC1CCCC1)C#C,FLGJKPPXEKYCBY-AKCFYGDASA-N,drugcentral;pubchem,2345;18142,0,unknown,0,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,NORGESTIMATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,KIQQMECNKUGGKA-NMYWJIRASA-N,chembl;drugcentral;pubchem,CHEMBL1200934;1968;6540478,0,unknown,0,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,NORETHINDRONE ACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,IMONTRJLAWHYGT-ZCPXKWAGSA-N,chembl;drugcentral,CHEMBL1201146;1963,0,unknown,0,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,ONKUMRGIYFNPJW-KIEAKMPYSA-N,chembl;drugcentral;pubchem,CHEMBL1200624;1095;9270,0,unknown,0,0
C#Cc1c[nH]c(=O)[nH]c1=O,Eniluracil,C#CC1=CNC(=O)NC1=O,JOZGNYDSEBIJDH-UHFFFAOYSA-N,pubchem,43157,0,unknown,0,0
C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)n2)cc(C(=O)NCCOCCOCCOC)c1,Top-1288,CC(C)(C)C1=CC(=C(C(=C1)NS(=O)(=O)C)OC)NC(=O)NC2=CC=C(C3=CC=CC=C32)OC4=NC(=NC=C4)NC5=CC(=CC(=C5)C(=O)NCCOCCOCCOC)C#C,FWXVGKSWZJEPQI-UHFFFAOYSA-N,pubchem,81689783,0,unknown,0,0
C#Cc1ccc(Nc2c(C(=O)NOCCO)ccc(F)c2F)c(F)c1,"2-[(4-ethynyl-2-fluorophenyl)amino]-3,4-difluoro-N-(2-hydroxyethoxy)benzamide",C#CC1=CC(=C(C=C1)NC2=C(C=CC(=C2F)F)C(=O)NOCCO)F,AMNKRBRQQAMACZ-UHFFFAOYSA-N,pubchem,10150081,0,unknown,0,0
C#Cc1cccc(-c2cc(=O)n(C)c3ccc([C@](O)(c4ccc(Cl)cc4)c4cncn4C)cc23)c1,Cp-609754,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC=CC(=C5)C#C)C)O,JAHDAIPFBPPQHQ-GDLZYMKVSA-N,pubchem,46208720,0,unknown,0,0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,Cudc-101,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,PLIVFNIUGLLCEK-UHFFFAOYSA-N,pubchem,24756910,0,unknown,0,0
